year_month,row_id,agent_code,agent_age,agent_join_month,first_policy_sold_month,unique_proposals_last_7_days,unique_proposals_last_15_days,unique_proposals_last_21_days,unique_proposal,unique_quotations_last_7_days,unique_quotations_last_15_days,unique_quotations_last_21_days,unique_quotations,unique_customers_last_7_days,unique_customers_last_15_days,unique_customers_last_21_days,unique_customers,new_policy_count,ANBP_value,net_income,number_of_policy_holders,number_of_cash_payment_policies,new_policy_count_lag1,new_policy_count_lag2,new_policy_count_lag3,latest_policy_count,unique_proposals_week_4,unique_proposals_week_3,unique_proposals_week_2,unique_proposals_week_1,unique_quotations_week_4,unique_quotations_week_3,unique_quotations_week_2,unique_quotations_week_1,unique_customers_week_4,unique_customers_week_3,unique_customers_week_2,unique_customers_week_1
2024-08-01,14764.0,096ab135,60.0,2021-07-01 00:00:00,7/1/2022,1.0,3.0,4.0,9.0,2.0,5.0,7.0,15.0,4.0,9.0,8.0,21.0,17.0,526048.0,58498.0,21.0,51.0,25.0,24.0,22.0,0.0,1.0,2.0,1.0,5.0,2.0,3.0,2.0,8.0,4.0,5.0,-1.0,13.0
2023-01-01,79.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,3.0,3.0,15.0,22.0,2.0,2.0,2.0,15.0,2.0,6.0,8.0,16.0,26.0,849420.0,117509.0,64.0,78.0,0.0,0.0,0.0,25.0,3.0,0.0,12.0,7.0,2.0,0.0,0.0,13.0,2.0,4.0,2.0,8.0
2023-02-01,871.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,3.0,6.0,8.0,21.0,3.0,3.0,6.0,18.0,4.0,4.0,7.0,15.0,25.0,2325300.0,419465.0,15.0,125.0,26.0,0.0,0.0,27.0,3.0,3.0,2.0,13.0,3.0,0.0,3.0,12.0,4.0,0.0,3.0,8.0
2023-03-01,1906.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,1.0,0.0,14.0,20.0,4.0,1.0,6.0,19.0,4.0,3.0,9.0,16.0,27.0,475173.0,60092.0,48.0,81.0,25.0,26.0,0.0,29.0,1.0,-1.0,14.0,6.0,4.0,-3.0,5.0,13.0,4.0,-1.0,6.0,7.0
2023-04-01,2398.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,2.0,6.0,11.0,22.0,1.0,1.0,6.0,17.0,2.0,5.0,6.0,13.0,29.0,430708.0,106742.0,0.0,58.0,27.0,25.0,26.0,20.0,2.0,4.0,5.0,11.0,1.0,0.0,5.0,11.0,2.0,3.0,1.0,7.0
2023-05-01,2917.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,2.0,5.0,4.0,14.0,1.0,5.0,8.0,15.0,3.0,9.0,8.0,20.0,20.0,744680.0,197993.0,60.0,0.0,29.0,27.0,25.0,15.0,2.0,3.0,-1.0,10.0,1.0,4.0,3.0,7.0,3.0,6.0,-1.0,12.0
2023-06-01,3823.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,0.0,0.0,7.0,12.0,4.0,1.0,7.0,13.0,6.0,3.0,8.0,17.0,15.0,1175115.0,244963.0,17.0,105.0,20.0,29.0,27.0,17.0,0.0,0.0,7.0,5.0,4.0,-3.0,6.0,6.0,6.0,-3.0,5.0,9.0
2023-07-01,4226.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,2.0,6.0,3.0,16.0,4.0,2.0,0.0,11.0,6.0,4.0,3.0,13.0,17.0,961622.0,215706.0,0.0,153.0,15.0,20.0,29.0,21.0,2.0,4.0,-3.0,13.0,4.0,-2.0,-2.0,11.0,6.0,-2.0,-1.0,10.0
2023-08-01,5215.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,0.0,4.0,4.0,13.0,0.0,5.0,7.0,13.0,0.0,7.0,8.0,15.0,21.0,1518027.0,260521.0,45.0,189.0,17.0,15.0,20.0,29.0,0.0,4.0,0.0,9.0,0.0,5.0,2.0,6.0,0.0,7.0,1.0,7.0
2023-09-01,5634.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,1.0,6.0,12.0,23.0,3.0,6.0,0.0,18.0,3.0,8.0,5.0,16.0,29.0,1972493.0,380380.0,32.0,116.0,21.0,17.0,15.0,21.0,1.0,5.0,6.0,11.0,3.0,3.0,-6.0,18.0,3.0,5.0,-3.0,11.0
2023-10-01,6377.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,3.0,5.0,0.0,13.0,4.0,6.0,3.0,14.0,5.0,7.0,7.0,19.0,21.0,281043.0,32451.0,38.0,0.0,29.0,21.0,17.0,17.0,3.0,2.0,-5.0,13.0,4.0,2.0,-3.0,11.0,5.0,2.0,0.0,12.0
2023-11-01,7582.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,1.0,6.0,0.0,10.0,1.0,6.0,3.0,11.0,3.0,8.0,8.0,19.0,17.0,1681623.0,427788.0,38.0,153.0,21.0,29.0,21.0,17.0,1.0,5.0,-6.0,10.0,1.0,5.0,-3.0,8.0,3.0,5.0,0.0,11.0
2023-12-01,8190.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,3.0,1.0,2.0,8.0,3.0,1.0,6.0,11.0,5.0,1.0,11.0,17.0,17.0,1317296.0,241255.0,0.0,34.0,17.0,21.0,29.0,21.0,3.0,-2.0,1.0,6.0,3.0,-2.0,5.0,5.0,5.0,-4.0,10.0,6.0
2024-01-01,8896.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,2.0,2.0,10.0,17.0,1.0,5.0,2.0,10.0,1.0,7.0,8.0,16.0,21.0,205737.0,54712.0,32.0,0.0,17.0,17.0,21.0,21.0,2.0,0.0,8.0,7.0,1.0,4.0,-3.0,8.0,1.0,6.0,1.0,8.0
2024-02-01,9615.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,3.0,5.0,0.0,13.0,4.0,4.0,6.0,15.0,5.0,8.0,11.0,24.0,21.0,1199436.0,357443.0,96.0,189.0,21.0,17.0,17.0,24.0,3.0,2.0,-5.0,13.0,4.0,0.0,2.0,9.0,5.0,3.0,3.0,13.0
2024-03-01,10511.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,3.0,6.0,3.0,15.0,2.0,1.0,5.0,13.0,3.0,1.0,11.0,15.0,24.0,244488.0,54385.0,60.0,0.0,21.0,21.0,17.0,20.0,3.0,3.0,-3.0,12.0,2.0,-1.0,4.0,8.0,3.0,-2.0,10.0,4.0
2024-04-01,11481.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,1.0,4.0,5.0,13.0,0.0,2.0,0.0,11.0,0.0,4.0,1.0,5.0,20.0,288420.0,78346.0,10.0,40.0,24.0,21.0,21.0,19.0,1.0,3.0,1.0,8.0,0.0,2.0,-2.0,11.0,0.0,4.0,-3.0,4.0
2024-05-01,12370.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,1.0,3.0,7.0,14.0,2.0,3.0,3.0,11.0,4.0,5.0,7.0,16.0,19.0,1202985.0,261497.0,0.0,0.0,20.0,24.0,21.0,15.0,1.0,2.0,4.0,7.0,2.0,1.0,0.0,8.0,4.0,1.0,2.0,9.0
2024-06-01,13501.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,2.0,4.0,1.0,11.0,3.0,5.0,2.0,11.0,3.0,7.0,8.0,18.0,15.0,1002825.0,116205.0,36.0,60.0,19.0,20.0,24.0,0.0,2.0,2.0,-3.0,10.0,3.0,2.0,-3.0,9.0,3.0,4.0,1.0,10.0
2024-07-01,14133.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,1.0,6.0,11.0,20.0,3.0,4.0,4.0,14.0,4.0,5.0,4.0,13.0,0.0,0.0,51381.0,13.0,189.0,15.0,19.0,20.0,16.0,1.0,5.0,5.0,9.0,3.0,1.0,0.0,10.0,4.0,1.0,-1.0,9.0
2024-08-01,14897.0,09b8e785,54.0,2022-01-01 00:00:00,6/1/2023,1.0,4.0,6.0,15.0,2.0,0.0,9.0,13.0,2.0,2.0,10.0,14.0,16.0,939408.0,226841.0,56.0,112.0,0.0,15.0,19.0,0.0,1.0,3.0,2.0,9.0,2.0,-2.0,9.0,4.0,2.0,0.0,8.0,4.0
2023-11-01,7081.0,0a14b2af,24.0,2023-10-01 00:00:00,11/1/2023,1.0,3.0,7.0,13.0,2.0,1.0,4.0,8.0,2.0,2.0,9.0,13.0,14.0,951510.0,129562.0,26.0,84.0,0.0,0.0,0.0,16.0,1.0,2.0,4.0,6.0,2.0,-1.0,3.0,4.0,2.0,0.0,7.0,4.0
2023-12-01,7906.0,0a14b2af,24.0,2023-10-01 00:00:00,11/1/2023,2.0,0.0,6.0,9.0,2.0,4.0,4.0,11.0,3.0,6.0,10.0,19.0,16.0,955632.0,135881.0,19.0,64.0,14.0,0.0,0.0,30.0,2.0,-2.0,6.0,3.0,2.0,2.0,0.0,7.0,3.0,3.0,4.0,9.0
2024-01-01,8626.0,0a14b2af,24.0,2023-10-01 00:00:00,11/1/2023,2.0,1.0,18.0,23.0,4.0,6.0,2.0,19.0,6.0,6.0,6.0,18.0,30.0,2904690.0,683795.0,18.0,180.0,16.0,14.0,0.0,9.0,2.0,-1.0,17.0,5.0,4.0,2.0,-4.0,17.0,6.0,0.0,0.0,12.0
2024-02-01,10015.0,0a14b2af,24.0,2023-10-01 00:00:00,11/1/2023,2.0,2.0,0.0,8.0,2.0,5.0,5.0,13.0,3.0,7.0,6.0,16.0,9.0,595467.0,147714.0,48.0,9.0,30.0,16.0,14.0,13.0,2.0,0.0,-2.0,8.0,2.0,3.0,0.0,8.0,3.0,4.0,-1.0,10.0
2024-03-01,10897.0,0a14b2af,24.0,2023-10-01 00:00:00,11/1/2023,3.0,0.0,3.0,9.0,1.0,5.0,1.0,8.0,3.0,8.0,3.0,14.0,13.0,133146.0,39723.0,56.0,52.0,9.0,30.0,16.0,27.0,3.0,-3.0,3.0,6.0,1.0,4.0,-4.0,7.0,3.0,5.0,-5.0,11.0
2024-04-01,11068.0,0a14b2af,24.0,2023-10-01 00:00:00,11/1/2023,2.0,2.0,20.0,25.0,3.0,1.0,3.0,13.0,3.0,3.0,9.0,15.0,27.0,1891782.0,289704.0,45.0,189.0,13.0,9.0,30.0,22.0,2.0,0.0,18.0,5.0,3.0,-2.0,2.0,10.0,3.0,0.0,6.0,6.0
2024-05-01,11837.0,0a14b2af,24.0,2023-10-01 00:00:00,11/1/2023,0.0,0.0,13.0,16.0,0.0,3.0,8.0,13.0,1.0,5.0,10.0,16.0,22.0,471592.0,122776.0,48.0,198.0,27.0,13.0,9.0,22.0,0.0,0.0,13.0,3.0,0.0,3.0,5.0,5.0,1.0,4.0,5.0,6.0
2024-06-01,12988.0,0a14b2af,24.0,2023-10-01 00:00:00,11/1/2023,0.0,0.0,18.0,20.0,1.0,3.0,4.0,16.0,3.0,4.0,4.0,11.0,22.0,2180222.0,267295.0,33.0,154.0,22.0,27.0,13.0,26.0,0.0,0.0,18.0,2.0,1.0,2.0,1.0,12.0,3.0,1.0,0.0,7.0
2024-07-01,13551.0,0a14b2af,24.0,2023-10-01 00:00:00,11/1/2023,2.0,2.0,9.0,18.0,2.0,2.0,2.0,11.0,2.0,4.0,5.0,11.0,26.0,2007226.0,417092.0,44.0,104.0,22.0,22.0,27.0,25.0,2.0,0.0,7.0,9.0,2.0,0.0,0.0,9.0,2.0,2.0,1.0,6.0
2024-08-01,14809.0,0a14b2af,24.0,2023-10-01 00:00:00,11/1/2023,0.0,0.0,15.0,19.0,0.0,1.0,4.0,10.0,0.0,3.0,5.0,8.0,25.0,593800.0,177504.0,16.0,100.0,26.0,22.0,22.0,0.0,0.0,0.0,15.0,4.0,0.0,1.0,3.0,6.0,0.0,3.0,2.0,3.0
2023-01-01,173.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,0.0,5.0,15.0,23.0,2.0,1.0,1.0,12.0,2.0,3.0,1.0,6.0,25.0,1630775.0,463655.0,18.0,75.0,0.0,0.0,0.0,20.0,0.0,5.0,10.0,8.0,2.0,-1.0,0.0,11.0,2.0,1.0,-2.0,5.0
2023-02-01,1289.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,1.0,2.0,3.0,11.0,1.0,3.0,9.0,14.0,2.0,3.0,9.0,14.0,20.0,1412880.0,166243.0,14.0,120.0,25.0,0.0,0.0,12.0,1.0,1.0,1.0,8.0,1.0,2.0,6.0,5.0,2.0,1.0,6.0,5.0
2023-03-01,1801.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,2.0,0.0,0.0,4.0,1.0,6.0,4.0,12.0,1.0,9.0,4.0,14.0,12.0,856956.0,170304.0,28.0,36.0,20.0,25.0,0.0,19.0,2.0,-2.0,0.0,4.0,1.0,5.0,-2.0,8.0,1.0,8.0,-5.0,10.0
2023-04-01,2527.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,2.0,5.0,2.0,13.0,1.0,0.0,1.0,12.0,1.0,0.0,4.0,5.0,19.0,1867225.0,430183.0,10.0,133.0,12.0,20.0,25.0,27.0,2.0,3.0,-3.0,11.0,1.0,-1.0,1.0,11.0,1.0,-1.0,4.0,1.0
2023-05-01,3203.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,0.0,3.0,12.0,18.0,0.0,1.0,7.0,13.0,0.0,2.0,8.0,10.0,27.0,1949103.0,338008.0,30.0,27.0,19.0,12.0,20.0,16.0,0.0,3.0,9.0,6.0,0.0,1.0,6.0,6.0,0.0,2.0,6.0,2.0
2023-06-01,3668.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,1.0,5.0,6.0,14.0,0.0,0.0,1.0,11.0,0.0,3.0,6.0,9.0,16.0,395808.0,68921.0,0.0,48.0,27.0,19.0,12.0,13.0,1.0,4.0,1.0,8.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,3.0
2023-07-01,4475.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,0.0,2.0,2.0,6.0,2.0,2.0,3.0,8.0,3.0,6.0,7.0,16.0,13.0,1216241.0,284415.0,16.0,91.0,16.0,27.0,19.0,24.0,0.0,2.0,0.0,4.0,2.0,0.0,1.0,5.0,3.0,3.0,1.0,9.0
2023-08-01,5229.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,2.0,6.0,12.0,22.0,4.0,0.0,1.0,14.0,5.0,3.0,1.0,9.0,24.0,314856.0,86245.0,36.0,72.0,13.0,16.0,27.0,16.0,2.0,4.0,6.0,10.0,4.0,-4.0,1.0,13.0,5.0,-2.0,-2.0,8.0
2023-09-01,6053.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,0.0,1.0,10.0,13.0,2.0,3.0,8.0,14.0,4.0,6.0,12.0,22.0,16.0,404272.0,69675.0,44.0,0.0,24.0,13.0,16.0,0.0,0.0,1.0,9.0,3.0,2.0,1.0,5.0,6.0,4.0,2.0,6.0,10.0
2023-10-01,6283.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,1.0,1.0,16.0,19.0,1.0,1.0,7.0,11.0,1.0,2.0,13.0,16.0,0.0,0.0,537021.0,48.0,75.0,16.0,24.0,13.0,28.0,1.0,0.0,15.0,3.0,1.0,0.0,6.0,4.0,1.0,1.0,11.0,3.0
2023-11-01,7464.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,3.0,0.0,19.0,24.0,1.0,3.0,8.0,23.0,3.0,7.0,9.0,19.0,28.0,1130892.0,256720.0,0.0,112.0,0.0,16.0,24.0,16.0,3.0,-3.0,19.0,5.0,1.0,2.0,5.0,15.0,3.0,4.0,2.0,10.0
2023-12-01,8436.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,2.0,1.0,3.0,11.0,2.0,3.0,2.0,9.0,3.0,6.0,5.0,14.0,16.0,601648.0,179079.0,42.0,80.0,28.0,0.0,16.0,17.0,2.0,-1.0,2.0,8.0,2.0,1.0,-1.0,7.0,3.0,3.0,-1.0,9.0
2024-01-01,8793.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,2.0,2.0,7.0,12.0,0.0,4.0,5.0,11.0,0.0,4.0,7.0,11.0,17.0,305388.0,71603.0,44.0,17.0,16.0,28.0,0.0,19.0,2.0,0.0,5.0,5.0,0.0,4.0,1.0,6.0,0.0,4.0,3.0,4.0
2024-02-01,9721.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,0.0,6.0,2.0,11.0,1.0,4.0,8.0,14.0,3.0,4.0,11.0,18.0,19.0,800147.0,190783.0,18.0,152.0,17.0,16.0,28.0,0.0,0.0,6.0,-4.0,9.0,1.0,3.0,4.0,6.0,3.0,1.0,7.0,7.0
2024-03-01,10549.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,1.0,3.0,5.0,11.0,1.0,6.0,1.0,9.0,3.0,7.0,2.0,12.0,0.0,0.0,378040.0,0.0,98.0,19.0,17.0,16.0,26.0,1.0,2.0,2.0,6.0,1.0,5.0,-5.0,8.0,3.0,4.0,-5.0,10.0
2024-04-01,11415.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,3.0,4.0,9.0,19.0,0.0,1.0,1.0,11.0,1.0,2.0,6.0,9.0,26.0,2117830.0,278359.0,0.0,130.0,0.0,19.0,17.0,11.0,3.0,1.0,5.0,10.0,0.0,1.0,0.0,10.0,1.0,1.0,4.0,3.0
2024-05-01,12435.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,1.0,3.0,4.0,10.0,3.0,6.0,5.0,15.0,5.0,10.0,9.0,24.0,11.0,908787.0,255111.0,96.0,88.0,26.0,0.0,19.0,0.0,1.0,2.0,1.0,6.0,3.0,3.0,-1.0,10.0,5.0,5.0,-1.0,15.0
2024-06-01,13072.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,0.0,6.0,4.0,13.0,3.0,5.0,8.0,17.0,4.0,7.0,12.0,23.0,0.0,0.0,234503.0,46.0,16.0,11.0,26.0,0.0,0.0,0.0,6.0,-2.0,9.0,3.0,2.0,3.0,9.0,4.0,3.0,5.0,11.0
2024-07-01,14058.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,2.0,6.0,6.0,15.0,1.0,1.0,1.0,9.0,2.0,2.0,6.0,10.0,0.0,0.0,175840.0,0.0,63.0,0.0,11.0,26.0,25.0,2.0,4.0,0.0,9.0,1.0,0.0,0.0,8.0,2.0,0.0,4.0,4.0
2024-08-01,14627.0,0a318094,58.0,2019-09-01 00:00:00,8/1/2023,3.0,0.0,14.0,22.0,2.0,2.0,3.0,9.0,3.0,5.0,8.0,16.0,25.0,2387775.0,360354.0,48.0,25.0,0.0,0.0,11.0,0.0,3.0,-3.0,14.0,8.0,2.0,0.0,1.0,6.0,3.0,2.0,3.0,8.0
2023-10-01,6989.0,0a37f9af,20.0,2023-09-01 00:00:00,1/1/2024,0.0,4.0,5.0,13.0,3.0,5.0,1.0,11.0,3.0,7.0,4.0,14.0,17.0,1044820.0,139621.0,28.0,153.0,0.0,0.0,0.0,16.0,0.0,4.0,1.0,8.0,3.0,2.0,-4.0,10.0,3.0,4.0,-3.0,10.0
2023-11-01,7136.0,0a37f9af,20.0,2023-09-01 00:00:00,1/1/2024,2.0,4.0,4.0,13.0,2.0,5.0,7.0,15.0,2.0,8.0,12.0,22.0,16.0,166912.0,28110.0,66.0,144.0,17.0,0.0,0.0,0.0,2.0,2.0,0.0,9.0,2.0,3.0,2.0,8.0,2.0,6.0,4.0,10.0
2023-12-01,7976.0,0a37f9af,20.0,2023-09-01 00:00:00,1/1/2024,1.0,5.0,6.0,16.0,0.0,5.0,1.0,14.0,0.0,9.0,2.0,11.0,0.0,0.0,152764.0,11.0,57.0,16.0,17.0,0.0,19.0,1.0,4.0,1.0,10.0,0.0,5.0,-4.0,13.0,0.0,9.0,-7.0,9.0
2024-01-01,8610.0,0a37f9af,20.0,2023-09-01 00:00:00,1/1/2024,1.0,0.0,8.0,10.0,1.0,5.0,7.0,14.0,3.0,5.0,8.0,16.0,19.0,132867.0,33361.0,64.0,76.0,0.0,16.0,17.0,0.0,1.0,-1.0,8.0,2.0,1.0,4.0,2.0,7.0,3.0,2.0,3.0,8.0
2024-02-01,9431.0,0a37f9af,20.0,2023-09-01 00:00:00,1/1/2024,0.0,1.0,4.0,10.0,1.0,6.0,3.0,11.0,2.0,10.0,8.0,20.0,0.0,0.0,7489.0,60.0,95.0,19.0,0.0,16.0,25.0,0.0,1.0,3.0,6.0,1.0,5.0,-3.0,8.0,2.0,8.0,-2.0,12.0
2024-03-01,10772.0,0a37f9af,20.0,2023-09-01 00:00:00,1/1/2024,2.0,4.0,15.0,22.0,1.0,3.0,8.0,18.0,2.0,5.0,9.0,16.0,25.0,2088775.0,582864.0,64.0,50.0,0.0,19.0,0.0,20.0,2.0,2.0,11.0,7.0,1.0,2.0,5.0,10.0,2.0,3.0,4.0,7.0
2024-04-01,11680.0,0a37f9af,20.0,2023-09-01 00:00:00,1/1/2024,1.0,6.0,4.0,16.0,0.0,5.0,0.0,13.0,1.0,7.0,5.0,13.0,20.0,931420.0,260746.0,13.0,80.0,25.0,0.0,19.0,27.0,1.0,5.0,-2.0,12.0,0.0,5.0,-5.0,13.0,1.0,6.0,-2.0,8.0
2024-05-01,11973.0,0a37f9af,20.0,2023-09-01 00:00:00,1/1/2024,2.0,6.0,10.0,22.0,3.0,3.0,2.0,12.0,5.0,5.0,4.0,14.0,27.0,410292.0,69007.0,56.0,0.0,20.0,25.0,0.0,25.0,2.0,4.0,4.0,12.0,3.0,0.0,-1.0,10.0,5.0,0.0,-1.0,10.0
2024-06-01,13124.0,0a37f9af,20.0,2023-09-01 00:00:00,1/1/2024,1.0,5.0,9.0,19.0,0.0,5.0,0.0,15.0,2.0,9.0,3.0,14.0,25.0,2277450.0,297934.0,56.0,200.0,27.0,20.0,25.0,29.0,1.0,4.0,4.0,10.0,0.0,5.0,-5.0,15.0,2.0,7.0,-6.0,11.0
2024-07-01,14387.0,0a37f9af,20.0,2023-09-01 00:00:00,1/1/2024,1.0,0.0,18.0,22.0,1.0,6.0,6.0,19.0,2.0,10.0,9.0,21.0,29.0,2482110.0,536189.0,0.0,145.0,25.0,27.0,20.0,0.0,1.0,-1.0,18.0,4.0,1.0,5.0,0.0,13.0,2.0,8.0,-1.0,12.0
2024-08-01,15072.0,0a37f9af,20.0,2023-09-01 00:00:00,1/1/2024,3.0,2.0,15.0,22.0,0.0,3.0,3.0,11.0,1.0,3.0,5.0,9.0,0.0,0.0,302922.0,0.0,120.0,29.0,25.0,27.0,0.0,3.0,-1.0,13.0,7.0,0.0,3.0,0.0,8.0,1.0,2.0,2.0,4.0
2023-01-01,176.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,0.0,3.0,10.0,16.0,4.0,2.0,8.0,15.0,4.0,2.0,8.0,14.0,21.0,1094856.0,182219.0,42.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,7.0,6.0,4.0,-2.0,6.0,7.0,4.0,-2.0,6.0,6.0
2023-02-01,1281.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,3.0,0.0,17.0,25.0,1.0,0.0,1.0,10.0,3.0,3.0,2.0,8.0,34.0,2269636.0,318690.0,0.0,102.0,21.0,0.0,0.0,12.0,3.0,-3.0,17.0,8.0,1.0,-1.0,1.0,9.0,3.0,0.0,-1.0,6.0
2023-03-01,1833.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,3.0,1.0,4.0,11.0,4.0,2.0,1.0,10.0,4.0,6.0,6.0,16.0,12.0,236832.0,26932.0,0.0,96.0,34.0,21.0,0.0,0.0,3.0,-2.0,3.0,7.0,4.0,-2.0,-1.0,9.0,4.0,2.0,0.0,10.0
2023-04-01,2617.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,2.0,1.0,2.0,7.0,1.0,0.0,3.0,5.0,3.0,3.0,3.0,9.0,0.0,0.0,27510.0,9.0,18.0,12.0,34.0,21.0,24.0,2.0,-1.0,1.0,5.0,1.0,-1.0,3.0,2.0,3.0,0.0,0.0,6.0
2023-05-01,3214.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,1.0,0.0,17.0,22.0,3.0,6.0,5.0,20.0,3.0,6.0,6.0,15.0,24.0,2133744.0,238236.0,30.0,216.0,0.0,12.0,34.0,26.0,1.0,-1.0,17.0,5.0,3.0,3.0,-1.0,15.0,3.0,3.0,0.0,9.0
2023-06-01,3646.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,3.0,5.0,10.0,21.0,4.0,0.0,9.0,14.0,4.0,2.0,9.0,15.0,26.0,1989988.0,323809.0,30.0,156.0,24.0,0.0,12.0,25.0,3.0,2.0,5.0,11.0,4.0,-4.0,9.0,5.0,4.0,-2.0,7.0,6.0
2023-07-01,4362.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,3.0,2.0,14.0,20.0,2.0,2.0,8.0,17.0,3.0,3.0,13.0,19.0,25.0,770400.0,133488.0,38.0,50.0,26.0,24.0,0.0,10.0,3.0,-1.0,12.0,6.0,2.0,0.0,6.0,9.0,3.0,0.0,10.0,6.0
2023-08-01,5329.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,1.0,2.0,5.0,9.0,3.0,2.0,4.0,10.0,5.0,6.0,4.0,15.0,10.0,890920.0,220442.0,15.0,50.0,25.0,26.0,24.0,28.0,1.0,1.0,3.0,4.0,3.0,-1.0,2.0,6.0,5.0,1.0,-2.0,11.0
2023-09-01,5972.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,1.0,6.0,11.0,22.0,2.0,4.0,9.0,16.0,4.0,7.0,10.0,21.0,28.0,2636172.0,372135.0,63.0,56.0,10.0,25.0,26.0,29.0,1.0,5.0,5.0,11.0,2.0,2.0,5.0,7.0,4.0,3.0,3.0,11.0
2023-10-01,6579.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,3.0,4.0,12.0,21.0,1.0,5.0,5.0,16.0,3.0,5.0,9.0,17.0,29.0,1285106.0,193725.0,34.0,203.0,28.0,10.0,25.0,22.0,3.0,1.0,8.0,9.0,1.0,4.0,0.0,11.0,3.0,2.0,4.0,8.0
2023-11-01,7224.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,2.0,1.0,14.0,19.0,1.0,1.0,3.0,9.0,2.0,5.0,3.0,10.0,22.0,148786.0,39388.0,10.0,176.0,29.0,28.0,10.0,41.0,2.0,-1.0,13.0,5.0,1.0,0.0,2.0,6.0,2.0,3.0,-2.0,7.0
2023-12-01,7855.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,3.0,6.0,20.0,32.0,4.0,1.0,2.0,23.0,4.0,3.0,6.0,13.0,41.0,1676613.0,278967.0,0.0,246.0,22.0,29.0,28.0,27.0,3.0,3.0,14.0,12.0,4.0,-3.0,1.0,21.0,4.0,-1.0,3.0,7.0
2024-01-01,8687.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,0.0,1.0,18.0,22.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,8.0,27.0,32481.0,8822.0,0.0,54.0,41.0,22.0,29.0,7.0,0.0,1.0,17.0,4.0,1.0,0.0,0.0,4.0,1.0,4.0,-3.0,6.0
2024-02-01,9960.0,0a419b45,25.0,2019-06-01 00:00:00,5/1/2022,1.0,1.0,0.0,6.0,3.0,3.0,3.0,10.0,5.0,7.0,8.0,20.0,7.0,696395.0,175853.0,0.0,14.0,27.0,41.0,22.0,0.0,1.0,0.0,-1.0,6.0,3.0,0.0,0.0,7.0,5.0,2.0,1.0,12.0
